c	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Bien	Tipo de Implicado (1)	Tipo de Implicado	Víctimas Fatales	Lesionados	Fuente																	
20	10	2001	Arauca		Vereda La Selva	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 26																	
20	10	2001	Cesar	El Copey		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 25																	
20	10	2001	La Guajira	Riohacha	Ranchería El Patrón	Sabotaje	Infraestructura Energética -Vivienda	Guerrilla	Guerrilla-FARC y ELN	6	7	Noche y Niebla # 22 Pp. 25																	
20	10	2001	Norte de Santander	Villa Caro	IP Alto del Pozo	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 25																	
21	10	2001	Antioquia	Peñol	Cabecera Municipal	Atentado Terrorista	Viviendas	Guerrilla	Guerrilla-ELN			Noche y Niebla # 22 Pp. 27																	
21	10	2001	Bolívar	Maria La Baja	Corregimiento Retiro Nuevo	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 28																	
21	10	2001	Norte de Santander	Cúcuta	Puente Quebrada la Honda	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 26																	
21	10	2001	Norte de Santander	Los Patios	Puente Quebrada la Honda	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 27																	
21	10	2001	Antioquia	Barbosa	Sitio El Platanito	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 26																	
22	10	2001	Sucre	Chalán	Troncal de Occidente - Sitio La Cruceta	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 29																	
22	10	2001	Sucre	Sincelejo	Vía Sincelejo - Ovejas	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 29																	
23	10	2001	Bolívar	San Pablo	Corregimiento Pozo Azul	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 22 Pp. 31-32																	
23	10	2001	Antioquia	Peñol		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 30																	
23	10	2001	Cesar	La Jagua de Ibirico	Corregimiento Las Palmitas	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 29																	
23	10	2001	La Guajira	San Juan del Cesar	IP La Ponderosa	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 31																	
23	10	2001	Santander	San Andrés		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 31																	
24	10	2001	Sucre	Ovejas	Zona Rural	Acciones Bélicas-Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 33																	
24	10	2001	Santander	Barrancabermeja	IP Lizama	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 33																	
25	10	2001	Quindio	Pijao	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Entidad Bancaria/Lugares de Culto/Vivienda	Guerrilla	Guerrilla-FARC																				
26	10	2001	La Guajira	Maicao	IP Cuestecitas	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 36																	
26	10	2001	Norte de Santander	Convención	IP Cartagenita	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 37																	
26	10	2001	Santander	Sabana de Torres		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 37																	
27	10	2001	Norte de Santander	Convención		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 38																	
28	10	2001	Cesar	La Jagua de Ibirico	Vía La Hjagua de Ibirico - Becerril	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 38																	
31	10	2001	Bolívar	Arenal	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
3	11	2001	Arauca	Saravena	Vereda San Rafael	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 46																	
8	11	2001	Córdoba	Montelíbano	Corregimiento Tierradentro	Ataque a Propiedad	Infraestrucutra Empresarial - Propiedad Rural - Mercancia u objetos materiales	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 50																	
8	11	2001	Antioquia	Caracolí	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 50																	
10	11	2001	Cesar	Valledupar	Corregimiento Aguas Blancas	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 58																	
10	11	2001	Valle del Cauca	Dagua	Sitio La Víbora, Las Piñas, La DELFINA	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC/ELN			 Noche y Niebla # 22 Pp. 53																	
15	11	2001	Magdalena	Ciénaga	Sitio Variante de Fundación	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC/ELN			 Noche y Niebla # 22 Pp. 59																	
16	11	2001	Cauca	Bolívar	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 61																	
16	11	2001	Arauca	Arauquita	Sitio Matacacao	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 61																	
16	11	2001	Norte de Santander	Tibú	Sitio La Selva	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 61																	
17	11	2001	Chocó	El Carmen	Poblado El Consuelo	Ataque a Instituciones-Ataque a Propiedad	Infraestructura Educativa  y médica -Propiedad Rural - Mercancia u objetos materiales	Fuerza Pública	Ejército Nacional			 Noche y Niebla # 22 Pp. 63																	
19	11	2001	Cauca	Patía (El Bordo)	IP El Estrecho - Sitio El Tuno	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 65																	
20	11	2001	Meta	Acacías	Sitio La Cuncia	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 66																	
21	11	2001	Arauca	Arauquita		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 67																	
21	11	2001	Norte de Santander	Tibú		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 67																	
24	11	2001	Boyacá	Tibasosa	Vereda Chorrito	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 69																	
24	11	2001	Norte de Santander	Abrego	Vereda Pavez	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 70																	
25	11	2001	Caquetá	Morelia	Cabecera Municipal	Acciones Bélicas-Ataque a Propiedad	Viviendas/Establecimiento Comercial	Guerrilla	Guerrilla-FARC																				
25	11	2001	Bolívar	Zambrano		Acciones Bélicas		Guerrilla-Grupos Paramilitares	Grupos Paramilitares-FARC			 Noche y Niebla # 22 Pp. 71																	
25	11	2001	Cauca	Rosas	IP Párraga	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 71																	
25	11	2001	Norte de Santander	Abrego	Sitio Alto de Pozo	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 71																	
28	11	2001	Santander	Bucaramanga	Cabecera Municipal	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			 Noche y Niebla # 22 Pp. 75																	
29	11	2001	Antioquia	Girardota	Vereda El Cabildo	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 75																	
29	11	2001	Nariño	Puerres		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 76																	
30	11	2001	Norte de Santander	El Zulia	IPM Campo Alicia	Masacre	Vivienda	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 22 Pp. 77 Audiencia de imputación Jorge Iván Laverde Zapata, alias "El Iguano", 5 de Diciembre de 2008																	
1	12	2001	Antioquia	Medellín	Cabecera Municipal  - Barrio Calazans	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 78																	
1	12	2001	Magdalena	Ciénaga		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 78																	
2	12	2001	Caldas	Riosucio	Corregimiento San Lorenzo	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC			Noche y Niebla # 22 Pp. 79																	
2	12	2001	Antioquia	El Bagre	Corregimiento Puerto Claver	Acciones Bélicas-Asesinato Selectivo	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC y ELN	 		Revista Noche y Niebla # 22 Octubre - Diciembre  2001, Página 80																	
2	12	2001	Norte de Santander	Tibú	Corregimiento La Gabarra	Masacre	Vivienda	Guerrilla	Guerrilla-FARC			Noche y Niebla # 22 Pp. 80																	
4	12	2001	Antioquia	Cocorná	Sitio La Dinamita	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 82																	
4	12	2001	Antioquia	Puerto Nare		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 82																	
4	12	2001	Antioquia	San Rafael		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 82																	
5	12	2001	Antioquia	Carmen de Viboral	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 82																	
5	12	2001	Magdalena	Ciénaga	Sector Prado Sevilla	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 82																	
6	12	2001	Cauca	Patía (El Bordo)	IP El Estrecho Sitio El Tuno	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-Sin Identificar			 Noche y Niebla # 22 Pp. 84																	
8	12	2001	Meta	Acacías	Peaje Sardinata	Sabotaje-Quema de Vehículos	Infraestructura Víal - Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 85																	
10	12	2001	Antioquia	Sonson	Cabecera Municipal	Acciones Bélicas-Asesinato Selectivo	Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 87																	
10	12	2001	Antioquia	Angostura		Ataque a Propiedad	Infraestructura Empresarial  	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 87																	
12	12	2001	Cauca	Inzá	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC																				
12	12	2001	Guaviare	San José del Guaviare	Vereda Dunas	Asesinato Selectivo	Vivienda	Guerrilla	Guerrilla-FARC	 		Banco de Datos de Derechos Humanos y Violencia Política del CINEP																	
13	12	2001	Caldas	Samaná		Acciones Bélicas		Guerrilla-Grupos Paramilitares	Grupos Paramilitares-FARC			 Noche y Niebla # 22 Pp. 90																	
14	12	2001	Nariño	Pasto	Vía Pasto - Cali	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 22 Pp. 91																	
15	12	2001	Antioquia	Tarazá		Acciones Bélicas		Guerrilla-Grupos Paramilitares	Grupos Paramilitares-FARC			 Noche y Niebla # 22 Pp. 93																	
15	12	2001	Bolívar	El Carmen de Bolívar		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 92																	
17	12	2001	Caquetá	Florencia	Cabecera Municipal	Acciones Bélicas		Guerrilla	Guerrilla-FARC			 Noche y Niebla # 22 Pp. 94																	
17	12	2001	Meta	San Martín	Cabecera Municipal	Atentado Terrorista	Infraestructura Comercial - Vivienda Urbana	Guerrilla	Guerrilla-FARC		17	 Noche y Niebla # 22 Pp. 95																	
18	12	2001	Caldas	Samaná	Sitio Rancho Grande	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC		1	 Noche y Niebla # 22 Pp. 95																	
29	12	2001	Magdalena	Ciénaga	Caserío Santa Rosalía	Asesinato Selectivo	Medio de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado	 		Revista Noche y Niebla # 22 Octubre - Diciembre  2001, Página 103																	
31	12	2001	Cauca	Puracé	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones-Asesinato Selectivo	Vivienda/Establecimiento Comercial/Entidades Públicas	Guerrilla	Guerrilla-FARC	 		Revista Noche y Niebla # 22  Pp. 104																	
31	12	2001	Caquetá	Belén de los Andaquíes	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC		2	 Noche y Niebla # 22 Pp. 104																	
1	1	2002	Caquetá	Milán	Cabecera Municipal	Acciones Bélicas-Masacre	Vivienda/Lugares de Culto/Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla # 23 Pp. 1																	
1	1	2002	Caquetá	Milán	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Lugares de Culto/Vivienda	Guerrilla	Guerrilla-FARC			Banco de Datos de Derechos Humanos y Violencia Política																	
9	1	2002	Sucre	Toluviejo		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 7																	
13	1	2002	Nariño	Albán (San Jose)	Cabecera Municipal	Acciones Bélicas	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC y ELN			 Noche y Niebla # 23 Pp. 12																	
13	1	2002	Antioquia	Segovia	Vereda Machuca	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 12																	
14	1	2002	Magdalena	Santa Marta	Establecimiento Público	Asesinato Selectivo	Establecimiento Comercial	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 23 Pp. 13																	
15	1	2002	La Guajira	Riohacha	Veredas Marquetalia, San Salvador y  Perico Aguao	Ataque a Propiedad	Vivienda Urbana - Mercancias u objetos materiales	Grupos Paramilitares	Grupos Paramilitares			 Noche y Niebla # 23 Pp. 16																	
15	1	2002	Norte de Santander	Tibú	Veredas Los Amigos y San Luis Beltrán	Ataque a Propiedad	Propiedad Rural	Otros Grupos Armados	Agente Extranjero			 Noche y Niebla # 23 Pp. 16																	
15	1	2002	Antioquia	San Luis	Sitio La Dinamita en vía Medellín - Bogotá D.C.	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 13																	
15	1	2002	Meta	Restrepo		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 13																	
16	1	2002	Casanare	Aguazul	Vereda El Retiro	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 17																	
17	1	2002	Cundinamarca	San Juan de Rio Seco	IP Cambao	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 18																	
17	1	2002	Meta	Villavicencio	Vía Villavicencio - Cumaral	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 18																	
17	1	2002	Boyacá	Cubará		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 19																	
17	1	2002	Distrito Capital	Bogotá D.C.	Localidad de Usme	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 18																	
17	1	2002	Santander	Sabana de Torres	IP Payoa. Sector Mata de Piña	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 20																	
18	1	2002	Meta	Granada	Vía Villavicencio - Granada	Quema de Vehículos	Medios de Transporte -Infraestructura Víal 	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 21																	
19	1	2002	Valle del Cauca	Florida	Corregimiento La Diana	Masacre	Infraestructura Educativa y médica	Grupos Paramilitares	Grupos Paramilitares			Noche y Niebla # 23 Pp. 22 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003																	
20	1	2002	Cesar	Valledupar	Corregimiento Aguas Blancas	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC		7	 Noche y Niebla # 23 Pp. 25																	
20	1	2002	Cundinamarca	Guaduas	Alto de la Mona	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 26																	
20	1	2002	Cundinamarca	Gachetá	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 25																	
20	1	2002	Cundinamarca	Guaduas	Sector Quebradanegra	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 26																	
21	1	2002	Meta	Acacías		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 29																	
21	1	2002	Meta	San Martín	Kilómetro 5 Vía Cubarral - San Martín	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 29																	
21	1	2002	Meta	Villavicencio		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 29																	
21	1	2002	Huila	Garzón	IP La Jagua	Sabotaje	Aeropuerto 	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 30																	
21	1	2002	Meta	Restrepo	Sitio La Reforma	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 29																	
21	1	2002	Meta	Villavicencio		Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 29																	
22	1	2002	Meta	Cumaral		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 30																	
22	1	2002	Antioquia	Anorí	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 30																	
22	1	2002	Cundinamarca	Apulo		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 30																	
22	1	2002	Distrito Capital	Bogotá D.C.	Localidad de Usme	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 29																	
23	1	2002	Boyacá	Cubará	Vereda Cañaguate	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 32																	
25	1	2002	Tolima	Murillo	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC																				
25	1	2002	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Atentado Terrorista	Entidades Públicas, Infraestructura Educativa y Vivienda	Guerrilla	Guerrilla-FARC			Noche y Niebla # 23 Pp. 35-36																	
26	1	2002	Huila	Colombia	IPD Potrero Grande	Masacre	Vivienda	Guerrilla	Guerrilla-FARC			Noche y Niebla # 23 Pp. 38																	
26	1	2002	Norte de Santander	Convención	Corregimiento Miraflores - Vereda Guasiles	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 39																	
27	1	2002	Caquetá	El Paujil	Cabecera Municipal	Acciones Bélicas	Establecimiento Comercial	Guerrilla	Guerrilla-FARC																				
27	1	2002	Cundinamarca	Gachetá	Sitio El Ramal de Junín	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 40																	
27	1	2002	Boyacá	Cubará	Sitio Puerto Alicia	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 40																	
27	1	2002	Cundinamarca	Caqueza	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 40																	
28	1	2002	Caquetá	Florencia	Cabecera Municipal	Masacre	Medios de Transporte	Guerrilla	Guerrilla-FARC			Noche y Niebla # 23 Pp. 42																	
28	1	2002	Bolívar	San Juan de Nepomuceno		Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 42																	
1	2	2002	Norte de Santander	Cúcuta	Cabecera Municipal - Barrio Chapinero	Ataque a Propiedad	Medios de Transporte - Vivienda Urbana - Infraestructura Empresarial 	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 46																	
1	2	2002	Boyacá	Pajarito	Zonal Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 46																	
2	2	2002	Arauca	Tame	Cabecera Municipal	Acciones Bélicas	Entidades Públicas/Vivienda/Infraestructura Educativa	Guerrilla	Guerrilla-FARC		3	 Noche y Niebla # 23 Pp. 47																	
2	2	2002	Caldas	Salamina	Corregimiento San Félix	Masacre	Mercancia u Objetos Materiales	Guerrilla	Guerrilla-FARC			Noche y Niebla # 23 Pp. 47																	
2	2	2002	Norte de Santander	Gramalote	Vereda San Luis	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 47																	
3	2	2002	Casanare	Tauramena	Vía Tauramena - Moterrey	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 49																	
3	2	2002	Santander	Málaga	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 49																	
6	2	2002	Huila	Colombia	IP Potrero Grande-Vereda Altamira de Baraya-Sitio El Mirador	Asesinato Selectivo	Vivienda	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 53																	
6	2	2002	Caldas	La Victoria	Sitio Culata	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 53																	
6	2	2002	Atlántico	Manatí	Sitio Guarapo	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 57																	
8	2	2002	Norte de Santander	Abrego	Vereda Brisas del Tarra	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 52																	
8	2	2002	Norte de Santander	Gramalote	Vereda Palestina	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 57																	
10	2	2002	Antioquia	Salgar	Finca La Regada	Asesinato Selectivo	Infraestructura Empresarial	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 59																	
11	2	2002	Antioquia	Salgar	IP Margarita	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 60																	
11	2	2002	Chocó	Unguía 	Zona Rural	Ataque a Propiedad	Propiedad Rural	Grupos Paramilitares	Grupos Paramilitares			 Noche y Niebla # 23 Pp. 60																	
12	2	2002	Norte de Santander	El Tarra	IP Orú	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 62																	
12	2	2002	Antioquia	Copacabana		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 61																	
12	2	2002	Antioquia	Envigado		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 61																	
13	2	2002	Meta	Puerto Concordia	Cabecera Municipal	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 63																	
14	2	2002	La Guajira	Riohacha	Cabecera Municipal	Ataque a Propiedad	Establecimiento Comercial	Grupo Armado No Identificado	Grupo Armado No Identificado			 Noche y Niebla # 23 Pp. 64																	
14	2	2002	Bolívar	El Carmen de Bolívar	Sector Piedra Azul	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 64																	
15	2	2002	Bolívar	San Juan de Nepomuceno	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 65																	
18	2	2002	Sucre	Los Palmitos		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 69																	
20	2	2002	Antioquia	Bello	Cabecera Municipal-Barrio París	Asesinato Selectivo	Vivienda	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 23 Pp. 71																	
21	2	2002	Meta	La Macarena		Acciones Bélicas	Viviendas	Fuerza Pública	Fuerza Aérea Colombiana			Noche y Niebla # 23 Pp. 72																	
21	2	2002	Antioquia	Barbosa	Vereda La Cuesta	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 72																	
22	2	2002	Huila	Suaza	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
22	2	2002	Huila	Gigante		Sabotaje	Infraestrucutra Víal	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 74																	
22	2	2002	Norte de Santander	Tibú	IP La Gabarra	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 74																	
23	2	2002	Caquetá	La Montañita		Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 75																	
24	2	2002	Antioquia	San Carlos		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 76																	
24	2	2002	Boyacá	Soata	Cerro Mahoma	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 77																	
24	2	2002	Caldas	La Victoria	IP Cañaveral	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 78																	
24	2	2002	Caquetá	Florencia	Cabecera Municipal - Barrio El Ventilador	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 77																	
