Día	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Implicado (2)	Nº Víctimas	Combatiente	Población Civil	Fuente																									
23	3	2002	Antioquia	Yondo	IP El Tigre	Combate	Grupos Paramilitares-ELN	2	1	1	 Noche y Niebla # 23 Pp. 117																									
31	3	2002	Norte de Santander	Hacari	Cabecera Municipal	Hostigamiento	Guerrilla-FARC	1		1	 Noche y Niebla # 23 Pp. 126																									
1	4	2002	Cauca	El Tambo	IP Quilace	Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 24 Pp. 1																									
6	4	2002	Sucre	Sucre	Sitio El Lavadero de las Tortugas	Combate	Grupos Paramilitares-ERP	1		1	 Noche y Niebla # 24 Pp. 9																									
11	4	2002	Caquetá	San Vicente del Caguán	Cabecera Municipal	Hostigamiento	Guerrilla-FARC	1		1	 Noche y Niebla # 24 Pp. 17																									
11	4	2002	Valle del Cauca	Cali	Corregimientos Pichindé, Los Andes, La Leonera	Combate	Policía Nacional-FARC	9	7	2	 Noche y Niebla # 24 Pp. 17																									
14	4	2002	Valle del Cauca	Jamundí		Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 24 Pp. 21																									
15	4	2002	Nariño	La Cruz	Cabecera Municipal	Incursión	Guerrilla-FARC	4	3	1	 Noche y Niebla # 24 Pp. 23																									
18	4	2002	Cundinamarca	Medina		Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 24 Pp. 31																									
1	5	2002	Chocó 	Bojayá (Bellavista)		Ataque a Objetivo Militar	Guerrilla-FARC	7	6	1	 Noche y Niebla # 24 Pp. 45																									
1	5	2002	Guaviare	Calamar	Cabecera Municipal	Emboscada	Guerrilla-FARC	1		1	 Noche y Niebla # 24 Pp. 44																									
1	5	2002	Huila	Neiva	Barrio Nueva Granada	Combate	Policía Nacional-FARC	1		1	 Noche y Niebla # 24 Pp. 43																									
2	5	2002	Chocó	Bojayá (Bellavista)	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	79		79	Noche y Niebla # 24 Pp.47-48 Memoria Histórica Bojayá La guerra sin límites																									
6	5	2002	Antioquia	Medellín	Cabecera Municipal - Barrio Juan XXIII	Combate	Ejército Nacional-FARC	4	3	1	 Noche y Niebla # 24 Pp. 52																									
9	5	2002	Tolima	Icononzo		Ataque a Objetivo Militar	Guerrilla-FARC	3	2	1	 Noche y Niebla # 24 Pp. 56																									
17	5	2002	Nariño	Barbacoas	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 24 Pp. 67																									
27	5	2002	Antioquia	Medellín	Cabecera Municipal - Barrio 20 de Julio	Combate	Grupos Paramilitares-FARC	2		2	 Noche y Niebla # 24 Pp. 56																									
27	5	2002	Cundinamarca	Villapinzón		Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 24 Pp. 84																									
30	5	2002	Antioquia	Medellín		Combate	Grupos Paramilitares-Guerrilla No Identificada	4		4	 Noche y Niebla # 24 Pp. 89																									
1	6	2002	Norte de Santander	Tibú		Combate	Ejército Nacional-ELN	1		1	 Noche y Niebla # 24 Pp. 93																									
1	6	2002	Caquetá	El Doncello	Zona Rural	Combate y Bombardeo	Ejército Nacional-FARC	9	8	1	 Noche y Niebla # 24 Pp. 92																									
12	6	2002	Bolívar	San Pablo	Vereda Las Aguas	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 24 Pp. 108																									
13	6	2002	Santander	Lebrija		Combate	Ejército Nacional-FARC	4	3	1	 Noche y Niebla # 24 Pp. 109																									
13	6	2002	Caldas	Pensilvania		Combate	Grupos Paramilitares-FARC	10	4	6	 Noche y Niebla # 24 Pp. 110																									
20	6	2002	Antioquia	San Luis		Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 24 Pp. 119																									
21	6	2002	Caldas	Aguadas	Vereda La Rueda	Combate	Grupos Paramilitares-FARC	3		3	 Noche y Niebla # 24 Pp. 122																									
27	6	2002	Antioquia	Medellín	Cabecera Municipal - Barrio Carpinelo	Combate	Grupos Paramilitares-Guerrilla No Identificada	2		2	 Noche y Niebla # 24 Pp. 130																									
27	6	2002	Antioquia	Medellín	Cabecera Municipal - Barrio Santo Domingo Savio	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 24 Pp. 130																									
1	7	2002	Caquetá	San José del Fragua	IP La Fragua	Combate	Ejército Nacional-FARC	12	11	1	 Noche y Niebla # 25 Pp. 1																									
2	7	2002	Antioquia	Briceño	Veredas Travesías, Los Naranjos y El Pescador	Combate	Grupos Paramilitares	6	5	1	 Noche y Niebla # 25 Pp. 3																									
4	7	2002	Tolima	Coyaima	Sitio Guásimo	Combate	Policía Nacional-FARC	8	6	2	 Noche y Niebla # 25 Pp. 5																									
10	7	2002	Huila	Oporapa	Cabecera Municipal 	Incursión y Bombardeo	FAC-Guerrilla FARC	1		1	 Noche y Niebla # 25 Pp. 14																									
10	7	2002	Huila	Tarqui	Cabecera Municipal 	Incursión y Combate	Guerrilla-FARC	3	2	1	 Noche y Niebla # 25 Pp. 14 y 15																									
11	7	2002	Cauca	Toribío	Cabecera Municipal 	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 25 Pp. 17																									
26	7	2002	Antioquia	Medellín	Cabecera Municipal  - Comuna 13 - Sector San Javier	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	 Noche y Niebla # 25 Pp. 34																									
27	7	2002	Arauca	Tame	Zona Rural	Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 25 Pp. 34																									
29	7	2002	Nariño	Causpud (Carlosama)	Casco Urbano	Incursión	Guerrilla-FARC	2	1	1	 Noche y Niebla # 25 Pp. 37																									
3	8	2002	Antioquia	Medellín	Cabecera Municipal - Comuna 13 -  Barrio La Independencia III	Combate	Ejército Nacional 	1		1	 Noche y Niebla # 25 Pp. 43																									
3	8	2002	Antioquia	Medellín	Cabecera Municipal - Comuna 13 -  Barrios 20 de Julio, San Javier y Belencito	Combate	Ejército Nacional - Policía Nacional - Fuerza Aérea - CTI - Guerrilla-No Identificada	7	6	1	 Noche y Niebla # 25 Pp. 43																									
5	8	2002	Córdoba	Valencia	Corregimiento Guadual Central	Combate	Grupos Paramilitares-FARC	26	14	12	 Noche y Niebla # 25 Pp. 47																									
7	8	2002	Antioquia	Medellín	Cabecera Municipal - Comuna 13, Barrio 20 de Julio	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 25 Pp. 50																									
12	8	2002	Nariño	Los Andes	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	 Noche y Niebla # 25 Pp. 50																									
16	8	2002	Antioquia	Medellín	Sector Blanquizal	Combate	Grupos Paramilitares-Guerrilla No Identificada	2		2	 Noche y Niebla # 25 Pp. 64																									
16	8	2002	Antioquia	Medellín	Cabecera Municipal - Barrio Manrique	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	 Noche y Niebla # 25 Pp. 66																									
29	8	2002	Antioquia	San Luis	 Sitio Pandequeso, Autopista Medellín - Bogotá	Combate	Ejército Nacional-ELN	1		1	 Noche y Niebla # 25 Pp. 81																									
13	9	2002	Arauca	Saravena	Cabecera Municipal	Incursión	Guerrilla-FARC	4	 	4	Noche y Niebla # 25 Pp. 98-99																									
19	9	2002	Cundinamarca	Carmen de Carupa	Zona Rural	Combate	Ejército Nacional-FARC	14	13	1	 Noche y Niebla # 25 Pp. 111																									
1	10	2002	Antioquia	Yondo	Sotio Caño Don Juan	Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 26 Pp. 2																									
3	10	2002	Huila	Isnos		Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 26 Pp. 4																									
3	10	2002	Nariño	Pasto	Caserio Los Alisales	Combate	Policía Nacional-FARC	1		1	 Noche y Niebla # 26 Pp. 4																									
6	10	2002	Norte de Santander	Hacari	IP Astilleros	Combate	Ejército Nacional-EPL	1		1	 Noche y Niebla # 26 Pp. 8																									
14	10	2002	Antioquia	Medellín	Comuna 13. Barrios Belencito y Betanía.	Combate	Fuerza Pública-Guerrilla No Identificada	2		2	 Noche y Niebla # 26 Pp. 19																									
14	10	2002	Nariño	El Charco	Zona Rural	Combate	Grupos Paramilitares-FARC	1		1	 Noche y Niebla # 26 Pp. 20																									
16	10	2002	Antioquia	Medellín	Cabecera Municipal - Comuna 13	Combate	CTI - Fuerza Pública - DAS - Guerrilla-FARC - Guerrilla-ELN	12	11	1	 Noche y Niebla # 26 Pp. 24 a 26																									
20	10	2002	Cauca	Paez (Belalcazar)		Ataque a Objetivo Militar y Bombardeo	Guerrilla-FARC	9	8	1	 Noche y Niebla # 26 Pp. 33																									
24	10	2002	Huila	Tarqui	Caserio El Cedro	Combate	Ejército Nacional-FARC	8	7	1	 Noche y Niebla # 26 Pp. 37																									
30	10	2002	Antioquia	Nariño	Vereda San Pablo	Combate	Ejército Nacional-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
2	11	2002	Antioquia	San Andrés	Sitio El Hoyo	Combate	Policía Nacional-FARC	6	3	3	 Noche y Niebla # 26 Pp. 48																									
5	11	2002	Antioquia	Valdivia	Corregimiento Puerto Valdivia	Combate	Ejército Nacional-FARC	8	7	1	 Noche y Niebla # 26 Pp. 52																									
5	12	2002	Cauca	La Sierra	Vereda Pinar del Río	Ataque a Objetivo Militar	Guerrilla-FARC	2		2	 Noche y Niebla # 26 Pp. 91																									
7	12	2002	Córdoba	Puerto Libertador	Corregimiento Santa Fé del Claro	Ataque a Objetivo Militar	Guerrilla-FARC	4	2	2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
12	12	2002	Nariño	Cumbal	Zona Urbana	Incursión	Guerrilla-FARC	5	4	1	 Noche y Niebla # 26 Pp. 99																									
20	12	2002	Norte de Santander	Cúcuta	Barrio Belén	Ataque a Objetivo Militar	Guerrilla-ELN	9	7	2	 Noche y Niebla # 26 Pp. 108 y 109																									
29	12	2002	Huila	Algeciras		Ataque a Objetivo Militar y Combate	Guerrilla-FARC	2		2	 Noche y Niebla # 26 Pp. 115																									
31	12	2002	Nariño	Ricaurte		Combate	Ejército Nacional-ELN	4	3	1	 Noche y Niebla # 26 Pp. 116																									
30	20	2002	Antioquia	Nariño	Vereda San Pablo	Combate	Ejército Nacional-FARC	1		1	 Noche y Niebla # 26 Pp. 44																									
18	1	2003	Valle del Cauca	Pradera 	Zona Rural	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	Noche y Niebla # 27, Pp. 48																									
20	1	2003	Bolívar	Zambrano	Vía a El Carmen de Bolívar - Sitio La Candelaria	Emboscada	Guerrilla-FARC	7	6	1	Noche y Niebla # 27, Pp. 52																									
21	1	2003	Nariño	Pasto	Vereda Santa Lucía 	Combate	Ejército Nacional-FARC	2	1	1	Noche y Niebla # 27, Pp. 53																									
22	1	2003	Antioquia 	Granada	Corregimiento Santa Ana	Combate	Fuerza Pública-Guerrilla No Identificada	1		1	Noche y Niebla # 27, Pp. 54																									
26	1	2003	Arauca	Tame	Zona Rural	Emboscada	Guerrilla-FARC	7	6	1	Noche y Niebla # 27, Pp. 57																									
8	2	2003	Antioquia 	Abejorral	Sitio La Cascada	Emboscada	Policía Nacional-FARC	3	2	1	Noche y Niebla # 27, Pp. 78																									
12	2	2003	Huila	Algeciras	Vereda El Mesón	Combate	Ejército Nacional-FARC	4	3	1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
16	2	2003	Caquetá	La Montañita	Zona Rural	Combate	Ejército Nacional-FARC	2		2	Noche y Niebla # 27, Pp. 90																									
2	3	2003	Caldas	Samaná	Corregimiento San Diego	Combate	Grupos Paramilitares-FARC	1		1	Noche y Niebla # 27, Pp. 110 – 111																									
14	3	2003	Valle del Cauca	Pradera 	Corregimiento La Carbonera y Corregimiento Los Pinos	Combate	Grupos Paramilitares-FARC	2		2	Noche y Niebla # 27, Pp. 132																									
22	3	2003	Cauca	Santa Rosa																																
18	4	2003	Tolima	Dolores	IP San Juan de Villalobos - Vereda Miraflores	Combate	Guerrilla-FARC	3	1	2	Noche y Niebla # 27, Pp. 181																									
22	4	2003	Meta 	Puerto Lleras	Vereda La Unión	Emboscada	Guerrilla-FARC	2	1	1	Noche y Niebla # 27, Pp. 189																									
5	5	2003	Antioquia 	Urrao	Zona Rural	Combate	Ejército Nacional-FARC	10		10	Noche y Niebla # 27, Pp. 211																									
28	5	2003	Cauca 	Piamonte	Vereda Guayuyac	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 27, Pp. 243																									
14	6	2003	Bolívar	Cantagallo	Corregimiento San Lorenzo	Combate	Ejército Nacional-ELN	1		1	Noche y Niebla # 27, Pp. 268																									
20	6	2003	Huila 	Neiva	IP San Luis	Combate	Ejército Nacional-FARC	2	1	1	Noche y Niebla # 27, Pp. 276																									
23	6	2003	Cundinamarca	La Palma	Vereda El Palmar	Combate	Ejército Nacional-FARC	2		2	Noche y Niebla # 27, Pp. 279																									
2	7	2003	Valle del Cauca	Buenaventura	Corregimiento Zabaletas	Combate	Grupos Paramilitares-FARC	1		1	Noche y Niebla # 28, Pp. 30																									
9	7	2003	Nariño	Samaniego	Cabecera Municipal	Ataque a Objetivo Militar y Combate	Policía Nacional-FARC	2	1	1	Noche y Niebla # 28, Pp. 42																									
25	7	2003	Huila 	Rivera		Ataque a Objetivo Militar y Combate	Ejército Nacional - Policía Nacional - INPEC - FARC 	2		2	Noche y Niebla # 28, Pp. 65																									
16	8	2003	Tolima	Líbano	Corregimiento Santa Teresa	Combate	Grupos Paramilitares-FARC y ELN	1		1	Noche y Niebla # 28, Pp. 98 - 99																									
15	9	2003	Arauca	Arauca	IP Cabuyaré	Emboscada	Guerrilla-FARC	1		1	Noche y Niebla # 28, Pp. 141																									
17	9	2003	Antioquia 	Sonsón	Vereda Páramo y Vereda Campamento	Combate	Ejército Nacional-FARC	11	10	1	Noche y Niebla # 28, Pp. 143																									
16	10	2003	Arauca	Fortul	Sitio La "Y" de Palmaritos	Emboscada	Guerrilla-FARC	2		2	Noche y Niebla # 28, Pp. 185																									
14	11	2003	Arauca	Saravena	Cabecera Municipal	Combate	Fuerza Pública-Guerrilla No Identificada	2	1	1	Noche y Niebla # 28, Pp. 219																									
19	11	2003	Arauca	Fortul	IP Puerto Nidia	Combate	Grupo Armado No Identificado	2		2	Noche y Niebla # 28, Pp. 224																									
27	11	2003	Arauca	Tame	Sitio Puerto Jordán 	Ataque a Objetivo Militar	Guerrilla-FARC	2		2	Noche y Niebla # 28, Pp. 231																									
27	11	2003	Arauca	Tame	Caserío Pueblo Nuevo	Combate	Ejécito Nacional-Guerrilla No Identificada	2		2	Noche y Niebla # 28, Pp. 231																									
1	12	2003	Sucre	Galeras	Corregimiento de Baraya - Vereda Punta de Blanco	Emboscada	Guerrilla-FARC	7	6	1	Noche y Niebla # 28, Pp. 237																									
13	12	2003	Caquetá	Cartagena del Chairá	Sitio Corrales	Ataque a Objetivo Militar y Combate	Policía Nacional-FARC	1		1	Noche y Niebla # 28, Pp. 248 - 249																									
15	12	2003	Santander 	Barrancabermeja	Zona Rural	Combate	Grupos Paramilitares-FARC	4		4	Noche y Niebla # 28, Pp. 251																									
28	12	2003	Bolívar	Montecristo		Incursión y Combate	Guerrilla-ERP	1		1	Noche y Niebla # 28, Pp. 258																									
30	12	2003	Bolívar	San Pablo	Corregimiento de Pozo Azul	Ataque a Objetivo Militar y Combate	Grupos Paramilitares-FARC y ELN	4		4	Noche y Niebla # 28, Pp. 259																									
11	1	2004	Antioquia	Cañasgordas	Corregimiento Juntas de Uramita	Combate	Grupos Paramilitares-FARC	2	1	1	Noche y Niebla # 29. Pp. 39																									
24	1	2004	Nariño	La Llanada	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	Noche y Niebla # 29. Pp. 49																									
2	2	2004	Antioquia	Apartadó	IP San José de Apartadó - Vereda La Unión	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 29. Pp. 66																									
8	2	2004	Cauca	Argelia		Combate	Policía Nacional-FARC	1		1	Noche y Niebla # 29. Pp. 72																									
9	2	2004	Córdoba	Puerto Libertador	Comunidad Ibudó	Combate	Grupos Paramilitares-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
1	3	2004	Huila	Algeciras	Casco Urbano	Incursión y Combate	Guerrilla-FARC	2		2	Noche y Niebla # 29. Pp. 101																									
18	4	2004	Caquetá	Puerto Rico 	Vereda La Esmeralda	Combate	Policía Nacional-FARC	7	5	2	Noche y Niebla # 29. Pp. 159																									
25	5	2004	Bolívar	El Carmen de Bolívar	Vereda San Rafael	Combate	Armada Nacional-Fuerza Aérea Colombiana-FARC	3	2	1	Noche y Niebla # 29. Pp. 217																									
28	5	2004	Antioquia	Murindo	Casco Urbano	Incursión	Guerrilla-FARC	1		1	Noche y Niebla # 29. Pp. 220-221																									
4	8	2004	Valle del Cauca	Tulua	Corregimiento La Marina	Combate	 Policía Nacional-FARC	1		1	Noche y Niebla # 30. Pp. 10																									
7	8	2004	Huila	Baraya	Zona Rural	Combate	Ejército Nacional-FARC	3		3	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
13	8	2004	Huila	Gigante	Vereda El Santuario	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 30. Pp. 110																									
24	9	2004	Cauca	Bolívar		Combate	Grupos Paramilitares-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
22	10	2004	Valle del Cauca	Bolívar		Combate	Grupos Paramilitares-FARC	1		1	Noche y Niebla # 30. Pp. 197																									
24	11	2004	Chocó	Medio San Juan	Corregimiento Bebedó	Combate	Grupos Paramilitares-FARC	12	8	4	Noche y Niebla # 30. Pp. 239																									
28	11	2004	Caldas	Salamina	Corregimiento San Félix - Vereda San Rafael	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 30. Pp. 243																									
30	11	2004	Valle del Cauca	Buga		Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Noche y Niebla # 30. Pp. 246																									
2	12	2004	Sucre	Ovejas	Zona Rural	Combate	Grupo Armado No Identificado	1		1	Noche y Niebla # 30. Pp. 256																									
18	12	2004	Guaviare	San José del Guaviare	Zona Rural	Emboscada	Guerrilla-FARC	1		1	Noche y Niebla # 30. Pp. 268																									
10	1	2005	Sucre	Ovejas		Combate	Armada Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 33																									
25	1	2005	Tolima	Ibagué	Casco Urbano	Ataque a Objetivo Militar y Combate	Policía Nacional-FARC	6		6	Noche y Niebla # 31. Pp. 49																									
25	1	2005	Cesar	Pailitas	Zona Rural	Combate	Grupos Paramilitares-FARC	3		3	Noche y Niebla # 31. Pp. 49																									
5	2	2005	Antioquia	Urrao	Vereda Montañitas	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 72																									
12	2	2005	Norte de Santander	El Tarra	Casco Urbano	Combate	Ejército Nacional-Policía Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 80																									
16	3	2005	Tolima 	Ibagué	Corregimiento Coello - Cocora	Emboscada	Policía Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 128																									
19	3	2005	Tolima	Chaparral	IP La Marina	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 130																									
15	4	2005	Huila 	Baraya	IP La Troja	Combate	Ejército Nacional-Policía Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 167																									
28	4	2005	Huila 	El Hobo	Zona Rural	Emboscada	Policía Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 178																									
2	5	2005	Tolima 	Ibagué		Combate	Ejército Nacional-Policía Nacional-FARC	1		1	Noche y Niebla # 31. Pp. 191																									
7	5	2005	Bolívar	San Pablo	Caserío Cerro Azul	Emboscada	Guerrilla-ELN	1		1	Noche y Niebla # 31. Pp. 197																									
9	7	2005	Caldas	Samaná	Corregimiento Florencia	Combate	Grupos Paramilitares-Guerrilla No Identificada	1		1	Noche y Niebla # 32. Pp. 40																									
14	7	2005	Valle del Cauca	Jamundí		Emboscada	Ejército Nacional-ELN	12	11	1	Noche y Niebla # 32. Pp. 47																									
1	8	2005	Risaralda	Pueblo Rico	Corregimiento Villa Claret	Combate	Ejército Nacional-ELN	1		1	Noche y Niebla # 32. Pp. 71																									
17	8	2005	Nariño	Olaya Herrera	Zona Rural	Combate	Armada Nacional-FARC	2		2	Noche y Niebla # 32. Pp. 85																									
3	9	2005	Cauca	El Tambo	IP Huisitó	Combate	Ejército Nacional-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
7	9	2005	Nariño	Samaniego		Combate	Policía Nacional-ELN	1		1	Noche y Niebla # 32. Pp. 108																									
7	9	2005	Putumayo	Valle del Guamuez	IP El Placer	Combate	Grupos Paramilitares-FARC	3		3	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
11	9	2005	Nariño	Tumaco	Zona Rural	Combate	Armada Nacional-FARC	5	3	2	Noche y Niebla # 32. Pp. 110																									
30	10	2005	Caldas	Samaná	Vereda San Rafael	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 32. Pp. 148																									
11	11	2005	Nariño	Tumaco		Combate	Policía Nacional-FARC	1		1	Noche y Niebla # 32. Pp. 162																									
8	12	2005	Nariño	Los Andes	Vereda Las Granadas	Combate	Grupos Paramilitares-FARC	1		1	Noche y Niebla # 32. Pp. 183																									
19	1	2006	Cauca	Caloto	Cabecera Municipal	Combate	 Ejército Nacional-FARC	1		1	Revista Noche y Niebla # 33 Pp. 32																									
4	3	2006	Caldas	Marulanda	Corregimiento de Montebonito	Incursión	Guerrilla-FARC	2		2	Revista Noche y Niebla # 33 Pp. 60																									
14	4	2006	Bolívar	El Carmen de Bolívar	Sitio "El Cocuelo"	Combate	 Infanteria de Marina-FARC	1		1	Revista Noche y Niebla # 33 Pp. 87																									
14	5	2006	Arauca	Arauquita	Vereda Guayacan	Combate	Ejército Nacional	1		1	Revista Noche y Niebla # 33 Pp. 103																									
21	5	2006	Cauca	Piendamó	IP Corrales San Pedro	Ataque a Objetivo Militar	Guerrilla-FARC	3	2	1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
26	6	2006	Antioquia	Anza	Corregimiento Guintar	Combate	Ejército Nacional-FARC	2		2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
4	8	2006	Tolima	Casabianca	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 70																									
4	8	2006	Valle del Cauca	Cali	Cabecera Municipal- Barrio el Vallado	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 71																									
30	8	2006	Cauca	El Tambo	Vereda El Tablón	Combate	Guerrilla-FARC	2	1	1	Revista Noche y Niebla # 34-35 Pp. 89																									
2	9	2006	Norte de Santander	Tibú	Vereda Campo Seis	Hostigamiento	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 96																									
25	9	2006	Cauca	Patia (El Bordo)	Vereda Quintero El Triunfo	Combate	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 108																									
1	11	2006	Córdoba	Montelíbano	Corregimiento Tierradentro	Ataque a Objetivo Militar	Guerrilla-FARC	23	20	3	Revista Noche y Niebla # 34-35 Pp. 145																									
8	11	2006	Norte de Santander	La Playa	Vereda La Vega	Combate	Ejército Nacional-EPL	4	2	2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
16	2	2007	César	La Gloria	Corregimiento de Simaña -  Sitio Playones de Molino	Emboscada	Ejército Nacional	1		1	Revista Noche y Niebla # 34-35 Pp. 208																									
16	2	2007	Meta	Vistahermosa	Vereda Los Alpes	Emboscada	Ejército Nacional	4	2	2	Revista Noche y Niebla # 34-35 Pp. 208																									
21	2	2007	Exterior	Venezuela	  Estado de Apure - Localidad de El Amparo	Combate	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 210																									
16	3	2007	Tolima	Ibagué	Corregimiento El Salado- Vereda La Flor	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 231																									
14	4	2007	Valle del Cauca	Buenaventura	Cabecera Municipal - Barrio  Viento Libre	Hostigamiento	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 250																									
29	4	2007	Valle del Cauca	Buenaventura	Barrio El Cristal	Hostigamiento	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 259																									
14	5	2007	Tolima	Ibagué	Caserio Llanitos	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Revista Noche y Niebla # 34-35 Pp. 274																									
22	5	2007	La Guajira	Riohacha	I.P. Palomino - El Caño - sitio El Caño	Combate	Guerrilla-ELN	1		1	Revista Noche y Niebla # 34-35 Pp. 279																									
16	6	2007	Tolima	Venadillo	Sitio Los Pinos	Emboscada	Guerrilla-FARC	3	2	1	Revista Noche y Niebla # 34-35 Pp. 299																									
12	7	2007	Caldas	Marulanda	Vereda El Brasil	Combate	Guerrilla-FARC	1		1	Revista Noche y Niebla # 36 Pp. 53																									
23	10	2007	Tolima	Roncesvalles	Roncesvalles	Incursión	Guerrilla-FARC	2	1	1	Revista Noche y Niebla # 36 Pp. 129																									
26	10	2007	Valle del Cauca	Buenaventura	I.P. Bajo Calima	Ataque a Objetivo Militar	Guerrilla-FARC	3	2	1	Revista Noche y Niebla # 36 Pp. 129																									
22	11	2007	Bolívar	Cantagallo	Veredas Paraguas Y Patio Bonito	Hostigamiento	Guerrilla-FARC	4	3	1	Revista Noche y Niebla # 36 Pp. 144																									
21	1	2008	Arauca	Arauquita	Sitio Mate Coco	Combate	Guerrilla-FARC y ELN	2		2	Revista Noche y Niebla N°37. Pp. 67																									
16	3	2008	Cauca	Toribio	IP Tacueyó	Bombardeo	Ejército Nacional	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
25	5	2008	Caquetá	La Montañita	Vereda Miramar	Combate	Ejército Nacional-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
2	11	2008	Nariño	Ricaurte	Zona Rural	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla N°38. Pp. 181																									
13	1	2009	Nariño	Roberto Payán	Cabecera Municipal	Incursión	Guerrilla-FARC	3		3	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
12	2	2009	Norte de Santander	Convención	Sector La Primavera	Emboscada	Guerrilla-ELN	4	3	1	Revista Noche y Niebla N°39. Pp. 89																									
5	5	2009	Cauca	López de Micay	Vereda La Rotura	Combate	Ejército Nacional	1		1	Revista Noche y Niebla N°39. Pp. 176																									
20	7	2009	Cauca	Corinto	Cabecera Municipal	Combate	Policía Nacional-FARC	2		2	Revista Noche y Niebla N°40. Pp. 97																									
15	8	2009	Nariño	Magüi-Payan	Vereda Bellavista	Combate	FARC-ELN	3	1	2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
15	11	2009	Bolívar	Santa Rosa del Sur	Vereda Bocas del Ventarrón	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla N°40. Pp. 198																									
16	11	2009	Bolívar	Santa Rosa del Sur	Vereda Bocas del Ventarrón	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla N°40. Pp. 199																									
16	11	2009	Bolívar	Santa Rosa del Sur	Vereda Bocas del Ventarrón	Combate	Ejército Nacional-Guerrilla No Identificada	1		1	Revista Noche y Niebla N°40. Pp. 199																									
